Speaker,Dialogue
ramius,It is cold.
borodin," Think of it, Comrade.. .son of only a humble mM worker..."
ramius,"Quiet as grass, Vastly. Quiet as grass.  Good morning, Comrade political off=er"
putin,"Ah,, Captain, every time I climb that ladder, I realize what an over-fed ox rve become. Put in smiles. Ramius smiles back, but his eyes are cold. Suddenly, there's not a lot of Lave on the bridge:"
ramius,You know he was.
pu tin,I knew a Lithuanian once... His words hang like rotten fru
borodin,"it's time, Captain. St M dealing with Putin's exit, Ramius turns away from the hatch, contemplating the shore. After a beat, softly:."
ramius,We go.
boro din," Clear the bridge! Prepare to dive. Captain coming below. Of cer of the deck, make signal to escort:. Ramius and. Borodin disappear. Red October prepares to dive. All that remains is icy .sea and the Sand. Then, faintly at first, from the frozen coast:"
a lithograph,"of John Paul Jones fighting the Serapis appears. It's on the wall. in a cluttered study. Books crowd every bit of space. Photos, models and nautical memorabilia, everywhere."
jack ryan,"early-thirties, good-Looking, disheveled and harried, stuffs papers into a brief case. Slamming it shut, he reaches for his raincoat."
sally,Daddy?
sally,"I can't. Kneeing beside: her, Ryan talks in a steady unpatronizing way. He loves her to death:"
ryan,What's the matter?
sally,Where are you going?
ryan,I have to go on a business trip and you have to go to sleep or when you grow up you'll only be two inches tall.
sally,Stanley keeps waking me up. Stanley is Sally's bear. Ryan talks to it like it was alive. it makes Sally grin.
ryan,"What's the matter, Stanley? Are you nuts or something?"
sally,"He's not, nuts. He's lonely."
margaret ryan,"English, intelligent features, in tweed suit and raincoat. A matronly woman hovers in the doorway behind her:"
margaret,We are never going to make it.
ryan,Just a minute. -
sally,Promise?
the rover,"pulling to a curb in driving rain at Heathrow. Red Army CHORUS SWELLS. Leaping out, Ryan grabs luggage and races to the driver's side. Margaret pulls his face through the window."
ryan,I'm all wet.
margaret,"Get out of here, Yank. Or Ml tear you limb from limb."
ryan,Won't do me any good ---
margaret,Jack.
stewardess,"Can I get you anything, sir?"
stewardess,Why don't you try to sleep? The l f ight will go much faster.
stewardess,Pardon?
stewardess,Are you a scientist?
ryan,No. I just read a lot of books.
stewardess,"Well, try and get some sleep anyway. She leaves. Wide awake, Ryan stares out the window at the spinning dark. Red Army CHORUS BOOMS."
ryan,"humping his suitcase into a giant terminal at the end of a long line of travelers. Above the line, a sign:"
greer,"Jack, boy. Get yourself in here."
greer,Come on over here and sit down. You want coffee?
ryan,"I think I need ooffiae. Ryan perches on the couch. Greer pours Ryan takes it in both hands, coaling it with his breath."
greer,I'm not gonna ask you how your 11 flight was. When's the last time you slept? --
greer,How's Margaret?
ryan,Fine. She sends you her best.
greer,"And Sally? What is she now, three?"
ryan,A very precocious five. A week ago she announced her life would be a loot less lonely if Margaret and I would buy her a baby brother.
ryan,British Intelligence received these two days ago. She's the Red October. The Soviet's newest typhoon.
greer,Jesus. The Brits actually got a man into the construction shed?
ryan,"Twelve meters longer than the normal typhoon, three meters wider. The captain's name is Ramixts."
greer,One of yours?
ryan,"Yes, sir. I did the bio on him last year. He's taken out the lead boat in each new sub class for ten years. Fairly good political connections. He's also trained most of their attack boat skippers. They can him the Vilnius schoolmaster. Greer studies one of the photos with a magnifying glass. Something captures his attention:"
greer,What are these doors?
ryan,"The doors, Admiral, are the problem. I don't know what they are and neither do the English."
greer,Sub driver. Did he get hurt or something?
greer,When .do you want to talk to him?
ryan,"Right now if it's OX with you? 've. never met him personally, but -"
greer,I'll take care of it.
greer,"Relax, son. The Navy's got a Las Angeles c'la'ss sittJng right off their doorstep. In a few days we'll know everything about her but the wok's name."
ryan,"Well, In that case --"
greer,For Sally?
beaumont,No. Maybe. It's buried in...
beaumont,Surface clutter? I should go to SAPS?
jones,"Correct, Seaman Beaumont. Surface Affects Processing. There is hope for your small brain yet."
jones,"A whale, Beaumont. A whale. A marine mammal that knows a fuck of a lot more about sonar than you do. Beaumont frowns. Appearing in the sonar shack door, directly"
the cob,"Chief of the Boat, a barrel-chested bear, smiles at Beaumont:"
cob,"He gets to raggin you too bad, kid, you can always ask him about Pavarattt.. Jones sinks into his chair. Beaumont grins. Sea story coming. From the look on Jones' face, it promises to be a good one:"
beaumont,"Tell me, Chief."
cob," Well, Jonesy here, he's a music freak, right? And he figures this sonar system is basically just a big old 300 million ddllar stereo unit. So he gets this piece of Pavarmt3i --"
jones,it was Paganini.
cob,"Whatever. It's this piece of music he likes so much he wants to share it, right? So he re-wires the computer and figures how to put it in the water with a gigawatt of juice behind it."
beaumont,What should I --
jones,"Be sti 1, I got it. Jones works in silence, then punches the intervom:"
jones,"Conn, sonar."
jones,"Distant contact, submerged bearing zero- nine-seven. It's a wild guess, but I'd say we had a Boomer headed out of the barn."
mancuso,"Start a plot, Jonesy. IM be there in a second. Leaving the deck, Mancuso glances at his executive offker"
in sonar,"Jones is already working on the plot. In font of him on the sonar display, the flashing light is starting to move. Mancuso sticks his head in."
mancuso,What do you have?
ramius,"in Red October's Conn. Much larger than the control center on the Dallas. Leaving the deck, Ramius heads aft, glancing at Borodin:"
ramius,"When you see Putin, tell him that when it's convenient, 191 be in my stateroom. Leaving the Conn, Ramius enters"
a hallway,"Moving past a radio compartment on his left, Ramius stops at a door,"
captain's stateroom,"C3osing the door behind him, Ramius turns into the room. Surprised, he sees"
pu tin,"seated at a desk, reading a bible. Startled, Putin looks up:"
ramius,What are you doing?
pt tin,"It's my responsibility to oversee the stability of the crew, Captain. You know that."
ramius,And you accomplish this by searching through my papers and invading my privacy?
putin,"There is no such thing as privacy in the Soviet Union, Comrade. It's antithetical to the oal]ective good. Suppressing his anger, Ramius moves to a locker, changing into dungarees. He can fiee]. Putin's weasel eyes crawling up and down his back. Holding the bible, Put in muses:"
ramius,The book belonged to my wife. I keep it only for sentimental value.
putin,Your wife was a beautiful woman. A tragedy her life was cut so short.
putin," Given the amount of fire power on Red October, I'm sure the whole world will. breathe a cm1 eotive sigh of relief."
ramius,I suggest we open our orders.
putin,"As you wish. There's a safe on the wall. Ramius spins the combination. Inside, another safe with four locks. Both Ramius and Putin have keys. Inside the second safe, a large envelope. it has an ornate. scarlet seal, marked 'Top Secret'. Ramius cracks the seeal, removing four pages of operation orders. Glancing at Putin; he reads:"
ramius,"We are to proceed to grid 54-90 and rendezvous with the Akula submarine, Konovalov."
putin,Captain Tupalev's boat.
ramius,You know Tupolav?
pu tin,"I know that he is descended from a long line of aril rats and that he was a student of yours. it is rumored, he has no love in his heart for you. Why is that? Ramius pours two cups of steaming tea from a silver pot on a serving tray, offering it to Putin.. Putin takes the cup."
ramius,There is no room in Tupolev's heart for anyone or anything except Tupolev.
putin,"Captain, this is an historic moment for all. of us. I should like to make a request."
ramius,"Before you do, I want to talk to you about something important."
skip tyler,"built-like a fireplug, a monument to logic and impatience, leans on a cane, atop a platform by the tank#I watching"
tyler,"You're never gonna go anywhere, Be.. Unless you close the hatch and start the goddam engine!"
steiner,"Brilliant, Skip. You're one of those guys you can't hide things from, right?"
ryan,Yes sir.  What it that thing?
tyler,Deep submergence rescue vehicle.
ryan,That's what a DSRV looks like.
tyler,That's it. I designed this one. lt's aan d the Mystic.
ryan,"What are you doing with it? Tyler climbs off the piatfarm, working his cane with practiced precision. Taking Ryan by the arm, he heads for a door:"
tyler,"Rigging it with a generic docking acllar so it will mate with British, German, other kinds of subs."
tyler's office,"high tech naval architecture. Technicians, graduate students move about in the background. Tyler is hunched over the Red October"
tyler,Bigger than a regular typhoon.
tyler,"Could. Question is why would you? Besides, they're symmetrical right straight through the hull."
ryan,How about a towed sonar array?
tyler,"Barely clears the screw in the -- Tyler freezes. Somewhere in that vast abundance of grey matter, a"
ryan,A what?
tyler,Caterpillar drive. Magneto--hydrodynamic propulsion. Like a linear induction motor with saltwater as the ;tat-r. You follow?
tyler,"Items like a jet engine for water. Goes in the front, gets squirted out the back. Only, It's got no moving parts, see. So it's' potentially very quiet."
tyler,"Try silent If this works, we'll have to find a whole new way to track submarines. Ryan grapples with the implications. Tyler trips down memory lane:"
ryan,it put to sea this morning.
ryan,Any records of our work on the caterpillar?
