Speaker,Dialogue
killer,God loves me.
killer, But I don't think he's too fond of you...
larry, ...And that's not football.
vincent, Football -- American football -- is a game for faggots.
deirdre,Can I help you?
sam,No...
deirdre,"I'm here...  No, it was nothing."
sam,Sorry I'm late...
vincent, What makes you think we're here to meet you?
sam, Who else would you be?
vincent,Perhaps the police?
sam,I know cops -- and you're no cop.
vincent,Cigarette?
sam,No thanks.
sam,He trusts you to lock up?
vincent,Let's just say he knows who I am.
larry,Anybody wanna tell me what we're waiting for?
vincent, The question isn't what we're waiting for... it's who.
larry,And who the fuck is that?
gregor,Whoever hired us.
sam,"I got this gig through a contractor. And he most definitely didn't know who was doing the hiring, only that they were paying a lot of money..."
sam," So none of us knows who's paying the freight, this is just some anonymous job. For all we know, we're working for different people."
gregor,Now that is an interesting proposition.
swede,How so?
gregor,"Because if there's more than one party involved, if we really are working for different people, then perhaps some of us are on different sides.  Your orders might be different from mine."
larry,"What're you talking about, man?  I don't understand."
swede, What a surprise...
larry,"I got a surprise for you, blondie..."
gregor, Why don't both of you shut up?
sam,Knock it off!
sam,The point remains: we could be working for different people.  There's a chance for one of us...  ...unpleasantness.
larry, Anybody tries to unpleasant me I'll put two between his eyes -- one to do the job and the other to make sure it takes.
deirdre,It's good to see you've all got such faith in our little undertaking.
larry,Who the fuck are you?
deirdre," The name is Deirdre, and I'm running this show."
gregor,Who are you?  IRA?
deirdre," Not likely.  Once, yeah, I was -- but there wasn't an inch of profit in it, and I'm a cash oriented girl, if you take my meaning.  I'm a hired gun, same as the rest of you, and that's all any of us needs to know about the other."
deirdre,"From here on in you want something you pay cash for it: no credit cards, no bank accounts are in place: ten percent up front, the rest when the job is done.  You.  What do you do and what should we call you?"
gregor,"These days they they call me Gregor -- and I'm a tech.  I do electronic work, surveillance, computer runs."
sam,Sam.  I'm a weapons guy.
deirdre,"You were a soldier, were you?"
sam,Once.
larry,I drive -- and my name is Larry.  Larry from the States.
deirdre, And who are you?
vincent,I'm Vincent.  And I coordinate.
sam, Coordinate what?
vincent,"Things.  This is my country, you know."
deirdre," Are we in sync on this, Vincent?"
vincent,Of course.
swede,They call me Swede.
larry,Who's they?
swede,Everybody.
vincent,And what is it you do?
swede,Me?  I kill.
sam, You shoot alright.
larry,Gets the job done.
sam,"All in the stomach, though.  Your man might live."
larry,Not for long.
sam,Long enough to shoot back.
larry,Is that right?
sam,It's been known to happen.
larry," Why don't you go do better, then..."
larry,"Yeah, well...  My way works too."
sam,My way is better.
gregor,It's quite satifactory.
deirdre,"Good, because it cost enough.  There's cheaper phones by far than that one, man: you better fucking use it."
gregor," I intend to.  This phone is wired like no other: it's got an encryption chip and instant sat-a-link recognition, it can talk to any computer in any language and make it understand.  With my custom hardware and this phone I can trace the target's cell phone signature and follow him anywhere he goes..."
deirdre,You sure about this?
gregor,I'd stake my reputation.
deirdre,"But would you stake your life, that's the question..."
gregor,"In this business, your life and your reputation are more often than not one and the same."
swede,You should watch what you eat.
larry,Who the fuck died and appointed you food czar?
swede,"I'm just worried about your health, Larry.  You could stand to shed a few pounds."
larry," And you could stand to get a little smarter, ain't that right you dumb blonde fuck?"
swede," Who you calling dumb, dickless?"
deirdre," Next one of you fuckers plays this game I'm going to do for you myself.  I won't say it again: we don't have time for this shit!  There's a clock running on this job, gentlemen, and I mean to be on schedule."
vincent,Let's go for a ride.
sam,Where to?
vincent,To see a man about a thing.
sam,I can do that.
leader, Who gave you permission to park here?
sam, What's he saying?
vincent,Pretty much what you'd expect.
sam, That's what I thought.
leader, There's a charge for parking on our block.
vincent, He says this is their block.
sam,"As in, they own it?"
vincent,Something like that...
sam,"And I suppose he's saying that we oughta give them something for using it, huh?"
vincent,I didn't know that you spoke French.
sam,I don't.  But the language he's speaking is universal.
vincent,If you think we should.
sam, Let me give you a hand.
sam,What'd you say to him?
vincent,I asked if we could give him anything else.
vincent,That was a nice move you did on our young friend.  Judo?
sam,Jujitsu.
vincent,"Same thing, isn't it?"
sam,"Not at all.  Similar, but not the same."
vincent,What's the difference?
sam,One's a lot more painful than the other.
vincent,Help yourself.  Since when do you smoke?
sam," I have, I don't know, maybe a cigarette a week."
vincent,"A cigarette?  As in one?  One cigarette a week, who smokes like that?"
sam,I do.
vincent,"Christ, I smoke a pack-and-a-half a day, and I tell myself I could be worse.  It's just so damned pleasurable."
sam," Course, you get cancer and die, that's the down side."
vincent, There is that.
sam,"So, Vincent: why bring me along for the ride?  Job like this calls for a warm body, somebody who can stand around and look threatening.  A tough guy."
vincent,Like Larry or Swede.
sam,Exactly.  Why not bring them?
vincent,"Let's just say I thought the conversational possibilities were limited.  Of course, I might have brought Gregor, but he didn't seem like the right candidate -- for this."
sam,"Watch that one, he's an ex-spook for sure, maybe Stasi, maybe KGB.  He's smart, Gregor is."
vincent,So is the woman.
sam,"Deirdre?  Smart, yeah, and seriously goddamned dangerous."
vincent,I wonder if she truly left the IRA.
sam,"I've wondered that myself.  None of this answers my question, though...  Why bring me?"
vincent,I wanted to see who you were.
sam,Who am I?
vincent,"You were once some kind of special forces.  Airborne Ranger, maybe a Navy SEAL.  After that you rode shotgun for the CIA in some place like El Salvador or Afghanistan, a real mercenary.  Only now -- now you're like the rest of us, it's a very competitive market since the end of the cold war.  There's a lot of hired guns out here, and not nearly enough work to go around."
sam,"That's right: there's not hardly enough work these days, nothing that pays the big money, anyhow.  Then along comes this job, paying so much goddamned money I couldn't afford not to take it.  Somebody's paying through the nose for this."
vincent,"They certainly are.  Whatever it is we're going to steal, it must be quite something."
sam,Whatever it is it must be goddamned priceless.
vincent,"Lovely, isn't it?"
sam,"They'd have to keep something like this under lock and key in New York, and it would still get fucked up."
francois,"That's good right where you are, Vincent."
vincent,Do you have it?
francois,Not so fast.  Who's that?
vincent,He's company.
francois, Bad company...
vincent,What do you mean?
francois,"He's a cop, Vincent, he's French and he's a cop and you better shoot him in the fucking head right now!"
sam, What's going on?
vincent,I just wanted to see something.
sam, See what?
francois,He wanted to see how you reacted when I said that you were a cop.
sam, You told him I was a cop?
francois,He asked me to say it.
sam, He asked you to?
vincent,I needed to know.
sam,"You need to know a lot of shit, Vincent."
francois, Are you ready?
vincent, Here's yours.
francois,There's been a slight problem.
vincent, What's that?
francois," If you say a word in English, Vincent, my friend with the high powered sporting rifle will shoot you in the throat. Sorry to screw you over like this, but the information you want might get me killed if I give it to you, and that's a price I'm not willing to pay."
vincent, I take it you still want the money...
francois, Of course.
vincent,Where's my information?
francois, In here...
vincent,"Then you better find it in your heart to tell me, Francois, because while your death is inevitable, it still isn't decided how painful it's going to be."
sam,Now would be a good time to get the fuck out of here.
sam,"You know, what you pulled back there, that was bullshit."
vincent,I needed to see if you were a cop.  I hate cops...
sam, Well I ain't a cop.
vincent,How did you know?
sam,Know what?
vincent,That there was a gun pointed at me.
sam,"I saw you look off when Francois nodded his head.  I figured he wasn't pointing out a particularly rare shrub, and the rest was easy."
vincent,But how did you know I would have the presence of mind to pull my weapon when I did?
sam, Because that's what I would have done...
vincent,You saved my life back there in the park. I know this doesn't begin to make it right between us...
sam,"What I did back in the park I did because we're working together -- we're on the same team.  This is business -- this is work.  We did it together, we share the spoils, even split."
vincent,I owe you a heavy debt.
sam,Whatever you say.
vincent,We kept it...
deirdre, Is that right?
sam,Hazard pay...
deirdre," The two of you were supposed to go to a simple meet and come back with a simple piece of information, and instead you went to fucking war..."
sam,We weren't real thrilled about it either...
larry,So what's the deal?
deirdre, The deal?  The deal is we leave for Nice at first light.
larry,What'd you guys do?
deirdre,I feel as if I've wandered onto the set of Enter The Dragon.  Could you teach me to do that?
sam,I didn't think to see you again tonight. You were pretty pissed.
deirdre,I still am.
sam,Is that right?
deirdre,That's right.
sam,"Part of me says I should just look at this as a perk.  You know, a bonus.  But then I remember you're you -- Deirdre who used to belong to the IRA -- and it occurs to me that deceit and subterfuge come very naturally to you."
deirdre, Nobody's saying they don't.
sam," And when I consider that, I have to wonder if you don't have some ulterior motive for being here, with me, right now."
deirdre,"I probably do.  But for the time being, I'm willing to forget about it..."
gregor,I would imagine that the great satisfaction in all of this will be killing the American.
swede," I hadn't thought about it.  Understand me, Gregor -- I take no pleasure in killing.  It doesn't bother me one bit, but I don't get off on it."
gregor,"A means to an end, is that it?"
swede,That's it.
gregor, Then I guess we're set.
swede,There is one other thing...
gregor,What's that?
gregor,What are you doing?
swede,Don't cross me...
gregor,Nobody's going to do that!
swede,Really?
gregor," I need you, Swede, I can't do this without you!"
swede, I just wanted to make sure you knew who you were dealing with.
gregor,"I do, I do..."
swede," Just remember it, then."
deirdre,"Look, Sam, don't take it the wrong way when I tell you we won't be doing this again."
sam,"You don't have to explain yourself to me, Deirdre."
deirdre," But I look at you and I get this feeling you take me for what I am: no more, no less."
sam,"You're a hired gun, Deirdre -- just like me."
deirdre,Exactly.  And last night I wanted to be with someone who was just like me.
deirdre,I better be getting that.
sam,Duty calls?
deirdre, Just business.
deirdre,"Now then, let's run through it one more time, shall we?  What's your job?"
gregor,"I use my cell phone to get computer access to the telecommunications satellite used by our target.  I trace his cell phone signature and use it to pin point his location as he moves through Nice, relaying that information to you."
deirdre, Next.
larry," You call me with the target's route, I follow along until we've reached the attack point and then I run his squag ass off the road."
deirdre, Which leads us to...
swede,I ride with fat-boy...
larry, Eat shit and die slowly...
swede,After we stop the target car I get out and use the heavy artillery to kill the driver and his bodyguard.
larry,I blast the lead car into oblivion...
vincent, While Sam and I take out the back two cars...
deirdre,Leaving...
swede," ...Leaving me to step in, drop the target in the back seat, and get the package..."
deirdre, While...
sam," ...While I back him up, making sure to get the package if something goes wrong and somebody takes Swede down."
swede,Nobody's taking me anywhere...
deirdre,And then...
larry,Then Swede and I split with the package and meet you back at the rendezvous.
deirdre,And then...
vincent,"And then Sam, you and I clean up whatever's left to be cleaned."
deirdre,Very good.  Now all we have to do is live long enough to get paid.
deirdre,"Alright, Gregor, I'm..."
gregor, Ready when you are...
larry,Where is this broad?
swede,You should learn a little patience.
larry,Is that right?
swede,It's consider a virtue in some corners of the world.
larry,Not in mine.
deirdre,"You want to take a left, then, so that you're going west."
the target,Fuck you!
swede,Not today.
swede,"I don't particularly like killing, tubby, but I want you to know that this one I'm going to enjoy."
larry, I don't think so.
larry, He just...I don't believe that son-of- a...
larry, We've been crossed...
sam," It's a cocktail.  Mostly demerol, cut with a little crank because we might need you awake in the real near future."
larry,"Fine with fucking me, we got work to do. I don't care what it takes, we are getting our property back and putting it into the hands of the people who are gonna pay us a great deal of money when we do.  I don't know about the rest of you guys, but I'm not the kind of guy to just sit back and take it in the ass.  I don't mean that in, like, a literal way..."
deirdre,Of course.
vincent,Finding this package is a thing easier said than done.  We don't even know what it is.  What did we steal?
deirdre, I don't know.
vincent,When this whole thing started you made it clear: you're running the show.  And I don't believe you'd be running this show if you didn't know what was going on.
deirdre,Well I don't!
vincent,And I don't believe you...
deirdre," You go shoot me if you want, Vincent, but you'll be dead before I hit the ground."
vincent," I don't want you dead, woman, I want the the truth!"
sam, ...put your guns down and chill out.
sam,"Like it or now, we're on the same side: we're here and the package isn't.  You're not the boss any more, you're our partner.  So tell us what you know, so we can figure a way out of this mess."
sam,"Now, what did we steal?"
deirdre," But I do know who we're working for.  My people, and the Russian mob."
larry,Your people?  Who the fuck is your people?
vincent,"Who do you think, Larry?  The IRA."
deirdre,And you believed me?  But it wasn't my people who did it.
larry,How do we know that?
sam,"Because if they had she'd be gone along with the package, instead of sitting here with us."
deirdre,"Exactly.  Gregor, he was the Russian's man.  It was my people came up with the idea for this run, but the Russians who had the capital to finance it.  Gregor, he was their insurance, and I was ours. Everybody else was supposed to be neutral.  Gregor must've got to Swede..."
larry,I never did trust that blonde fuck...
deirdre,That's why you were riding with him.
vincent,The question still remains: what do we do now?
sam, Gregor's cell phone...
larry," What are you gonna do, call him up and ask him to give us back our shit?"
sam, Did he bring that with him?
deirdre,"I bought it for him -- all the stuff he was using, it was in his contract.  Cost a nice penny, too, especially that goddamned phone: Gregor had expensive tastes."
sam,"Check this out.  Gregor's a spook, or he was one until recently.  When he was a spy he lived the life -- you know, a prince in some Eastern Bloc country where nobody had shit and Gregor had everything.  Then the wall goes down.  No more Cold War.  And Gregor is out of a job.  No apartment, no special stores with Western food and video tapes.  I would bet dollars against shit that Gregor liked that phone and he doesn't want to give it up.  And I wouldn't be surprised if he's arrogant enough to think..."
deirdre, That we're too stupid to trace his calls.
gregor," It's a beautiful street, no?"
dapper gent, Do you have it?
gregor,"Always in a rush, you are.  All these years I've known you, you could never wait for anything."
dapper gent,This is important.
gregor,Do you really think so?
dapper gent,You know it is.
gregor,Relax!
gregor,Look over there.
dapper gent,"What are you doing, have you lost your mind?!?"
dapper gent,Why did you do that?
gregor,"To make a point.  I don't know her, and I was ready to splatter her brains all over the sidewalk.  I don't particularly like you, so imagine what I'll do if you try anything..."
dapper gent," Enough!  We've been driving for an hour, where is my package?"
gregor,It's under your seat.
dapper gent, What?
gregor,As my American friend Larry would say: are you fucking deaf?  It's under your seat.
dapper gent,"I can't believe you'd do that, Gregor.  I thought I trained you better than that."
dapper gent,"I've never particularly liked you either, Gregor."
gregor, It's done.
gregor," Much to your disappointment, no doubt."
gregor, I'm in the middle of saving you people a great deal of money -- the least you could do is have the decency to pay me!
gregor,"What I do is none of your concern.  What you should do is wait for my next phone call.  I'm going to find a place where I can tilt the field in my favor.  When I'm ready, I'll call you and tell you what I want you to do."
sam,What's going on?
vincent,"You weren't around when I woke up, I thought maybe something had happened.  Including you..."
sam,I came up here to sneak a smoke.
vincent,You were smoking?
sam,I hope you don't mind I took your pack. It was on the table.
vincent," Please, help yourself.  Smoke as many you'd like."
sam," I borrowed that, too..."
vincent, Of course...whenever you feel like it just help yourself.
sam,I have a feeling I'm about to start buying my own.
sam,It was at that.
vincent,A lot of people died.
sam,I've seen a lot of people die before.
vincent,I haven't.  Not like that.  How do you get used to it?
sam,You don't.  You just learn to live with it.
vincent,"I won't lie -- there have been times when I had to do it, times when the only way to get out alive was to see that the other man didn't."
sam,"We live in a singular world, my friend."
vincent,"I never really thought I was part of the world you move in, Sam, to tell you the truth.  I'm a hood, a thief.  Big time in a small time king of way.  To the local police I'm a prize, to the local hoods I'm a legend.  But to a guy like you I'm just another two bit hired gun."
sam,"You might be a hired gun, Vincent, but I got a feeling you cost more than two bits."
deirdre,"Christ, I was starting to think that the two of you had thrown it in and walked away.  There's someone on the phone downstairs asking for you, and my somewhat limited French leads me to believe that he might have something to tell us about Gregor."
larry, That I could be dead and I'd drive better than you.
deirdre, Oh shut up...
